model,seed,step,train_loss,eval_loss_BPT,eval_BPSS_star,eval_corpus
syn8,137,22000,5.545545,23.167794,11.542803,syn4
syn8,137,22000,5.545545,8.000109,1.992930,syn8
syn8,137,22000,5.545545,23.126996,14.403104,syn12
syn8,137,22100,5.545250,,,
syn8,137,22200,5.545268,,,
syn8,137,22300,5.545249,,,
syn8,137,22400,5.545269,,,
syn8,137,22500,5.545253,,,
syn8,137,22600,5.545260,,,
syn8,137,22700,5.545258,,,
syn8,137,22800,5.545256,,,
syn8,137,22900,5.545252,,,
syn8,137,23000,5.545242,,,
syn8,137,23100,5.545253,,,
syn8,137,23200,5.545263,,,
syn8,137,23300,5.545257,,,
syn8,137,23400,5.545238,,,
syn8,137,23500,5.545218,,,
syn8,137,23600,5.545255,,,
syn8,137,23700,5.545242,,,
syn8,137,23800,5.545240,,,
syn8,137,23900,5.545252,,,
syn8,137,24000,5.545243,,,
syn8,137,24000,5.545190,23.322152,11.619708,syn2
syn8,137,24000,5.545190,23.345730,11.631456,syn4
syn8,137,24000,5.545190,8.000096,1.992926,syn8
syn8,137,24000,5.545190,23.311860,14.518234,syn12
syn8,137,24100,5.545251,,,
syn8,137,24200,5.545247,,,
syn8,137,24300,5.545248,,,
syn8,137,24400,5.545235,,,
syn8,137,24500,5.545239,,,
syn8,137,24600,5.545244,,,
syn8,137,24700,5.545219,,,
syn8,137,24800,5.545257,,,
syn8,137,24900,5.545235,,,
syn8,137,25000,5.545257,,,
syn8,137,25100,5.545255,,,
syn8,137,25200,5.545231,,,
syn8,137,25300,5.545238,,,
syn8,137,25400,5.545234,,,
syn8,137,25500,5.545222,,,
syn8,137,25600,5.545248,,,
syn8,137,25700,5.545239,,,
syn8,137,25800,5.545221,,,
syn8,137,25900,5.545233,,,
syn8,137,26000,5.545233,,,
syn8,137,26000,5.545315,23.564917,11.740660,syn2
syn8,137,26000,5.545315,23.579950,11.748150,syn4
syn8,137,26000,5.545315,8.000048,1.992914,syn8
syn8,137,26000,5.545315,23.552503,14.668103,syn12
syn8,137,26100,5.545233,,,
syn8,137,26200,5.545226,,,
syn8,137,26300,5.545228,,,
syn8,137,26400,5.545246,,,
syn8,137,26500,5.545233,,,
syn8,137,26600,5.545224,,,
syn8,137,26700,5.545236,,,
syn8,137,26800,5.545214,,,
syn8,137,26900,5.545244,,,
syn8,137,27000,5.545212,,,
syn8,137,27100,5.545221,,,
syn8,137,27200,5.545225,,,
syn8,137,27300,5.545230,,,
syn8,137,27400,5.545226,,,
syn8,137,27500,5.545229,,,
syn8,137,27600,5.545222,,,
syn8,137,27700,5.545230,,,
syn8,137,27800,5.545229,,,
syn8,137,27900,5.545228,,,
syn8,137,28000,5.545209,,,
syn8,137,28000,5.545179,23.917142,11.916148,syn2
syn8,137,28000,5.545179,23.922806,11.918970,syn4
syn8,137,28000,5.545179,8.000057,1.992917,syn8
syn8,137,28000,5.545179,23.898527,14.883601,syn12
syn8,137,28100,5.545219,,,
syn8,137,28200,5.545236,,,
syn8,137,28300,5.545220,,,
syn8,137,28400,5.545223,,,
syn8,137,28500,5.545221,,,
syn8,137,28600,5.545222,,,
syn8,137,28700,5.545218,,,
syn8,137,28800,5.545210,,,
syn8,137,28900,5.545205,,,
syn8,137,29000,5.545239,,,
syn8,137,29100,5.545213,,,
syn8,137,29200,5.545235,,,
syn8,137,29300,5.545205,,,
syn8,137,29400,5.545228,,,
syn8,137,29500,5.545213,,,
syn8,137,29600,5.545224,,,
syn8,137,29700,5.545217,,,
syn8,137,29800,5.545212,,,
syn8,137,29900,5.545210,,,
syn8,137,30000,5.545228,,,
syn8,137,30000,5.545177,24.180882,12.047550,syn2
syn8,137,30000,5.545177,24.192384,12.053281,syn4
syn8,137,30000,5.545177,8.000076,1.992921,syn8
syn8,137,30000,5.545177,24.171723,15.053743,syn12
syn8,137,30100,5.545218,,,
syn8,137,30200,5.545217,,,
syn8,137,30300,5.545211,,,
syn8,137,30400,5.545226,,,
syn8,137,30500,5.545209,,,
syn8,137,30600,5.545214,,,
syn8,137,30700,5.545199,,,
syn8,137,30800,5.545220,,,
syn8,137,30900,5.545209,,,
syn8,137,31000,5.545191,,,
syn8,137,31100,5.545218,,,
syn8,137,31200,5.545215,,,
syn8,137,31300,5.545206,,,
syn8,137,31400,5.545210,,,
syn8,137,31500,5.545218,,,
syn8,137,31600,5.545191,,,
syn8,137,31700,5.545210,,,
syn8,137,31800,5.545214,,,
syn8,137,31900,5.545199,,,
syn8,137,32000,5.545203,,,
syn8,137,32000,5.545117,24.646760,12.279663,syn2
syn8,137,32000,5.545117,24.663517,12.288012,syn4
syn8,137,32000,5.545117,8.000068,1.992920,syn8
syn8,137,32000,5.545117,24.646974,15.349721,syn12
syn8,137,32100,5.545214,,,
syn8,137,32200,5.545190,,,
syn8,137,32300,5.545207,,,
syn8,137,32400,5.545202,,,
syn8,137,32500,5.545199,,,
syn8,137,32600,5.545203,,,
syn8,137,32700,5.545212,,,
syn8,137,32800,5.545212,,,
syn8,137,32900,5.545199,,,
syn8,137,33000,5.545191,,,
syn8,137,33100,5.545221,,,
syn8,137,33200,5.545212,,,
syn8,137,33300,5.545191,,,
syn8,137,33400,5.545209,,,
syn8,137,33500,5.545208,,,
syn8,137,33600,5.545199,,,
syn8,137,33700,5.545200,,,
syn8,137,33800,5.545192,,,
syn8,137,33900,5.545208,,,
syn8,137,34000,5.545196,,,
syn8,137,34000,5.545187,24.981208,12.446294,syn2
syn8,137,34000,5.545187,24.991602,12.451472,syn4
syn8,137,34000,5.545187,8.000049,1.992915,syn8
syn8,137,34000,5.545187,24.974989,15.554003,syn12
syn8,137,34100,5.545205,,,
syn8,137,34200,5.545206,,,
syn8,137,34300,5.545200,,,
syn8,137,34400,5.545221,,,
syn8,137,34500,5.545189,,,
syn8,137,34600,5.545198,,,
syn8,137,34700,5.545196,,,
syn8,137,34800,5.545194,,,
syn8,137,34900,5.545201,,,
syn8,137,35000,5.545191,,,
syn8,137,35100,5.545186,,,
syn8,137,35200,5.545193,,,
syn8,137,35300,5.545199,,,
syn8,137,35400,5.545209,,,
syn8,137,35500,5.545201,,,
syn8,137,35600,5.545192,,,
syn8,137,35700,5.545192,,,
syn8,137,35800,5.545186,,,
syn8,137,35900,5.545186,,,
syn8,137,36000,5.545187,,,
syn8,137,36000,5.545218,25.358217,12.634129,syn2
syn8,137,36000,5.545218,25.366449,12.638231,syn4
syn8,137,36000,5.545218,8.000047,1.992914,syn8
syn8,137,36000,5.545218,25.348313,15.786504,syn12
syn8,137,36100,5.545182,,,
syn8,137,36200,5.545200,,,
syn8,137,36300,5.545192,,,
syn8,137,36400,5.545194,,,
syn8,137,36500,5.545190,,,
syn8,137,36600,5.545192,,,
syn8,137,36700,5.545196,,,
syn8,137,36800,5.545184,,,
syn8,137,36900,5.545186,,,
syn8,137,37000,5.545191,,,
syn8,137,37100,5.545191,,,
syn8,137,37200,5.545198,,,
syn8,137,37300,5.545187,,,
syn8,137,37400,5.545187,,,
syn8,137,37500,5.545203,,,
syn8,137,37600,5.545194,,,
syn8,137,37700,5.545189,,,
syn8,137,37800,5.545187,,,
syn8,137,37900,5.545189,,,
syn8,137,38000,5.545188,,,
syn8,137,38000,5.545191,25.742928,12.825802,syn2
syn8,137,38000,5.545191,25.750194,12.829423,syn4
syn8,137,38000,5.545191,8.000015,1.992906,syn8
syn8,137,38000,5.545191,25.732332,16.025664,syn12
syn8,137,38100,5.545182,,,
syn8,137,38200,5.545185,,,
syn8,137,38300,5.545186,,,
syn8,137,38400,5.545186,,,
syn8,137,38500,5.545185,,,
syn8,137,38600,5.545179,,,
syn8,137,38700,5.545194,,,
syn8,137,38800,5.545192,,,
syn8,137,38900,5.545185,,,
syn8,137,39000,5.545182,,,
syn8,137,39100,5.545179,,,
syn8,137,39200,5.545175,,,
syn8,137,39300,5.545170,,,
syn8,137,39400,5.545176,,,
syn8,137,39500,5.545179,,,
syn8,137,39600,5.545183,,,
syn8,137,39700,5.545173,,,
syn8,137,39800,5.545181,,,
syn8,137,39900,5.545181,,,
syn8,137,40000,5.545187,,,
syn8,137,40000,5.545228,25.884530,12.896352,syn2
syn8,137,40000,5.545228,25.892697,12.900421,syn4
syn8,137,40000,5.545228,8.000002,1.992903,syn8
syn8,137,40000,5.545228,25.874438,16.114165,syn12
